x,y,z,yaw
0.20690152489842698,-0.0008150194714195391,0.0,-0.0049181819712959055
0.3768695937560273,-0.0016493284339444696,0.0,-0.00492455217604613
0.5468444198783334,-0.0024870361037882312,0.0,-0.0049266394447070976
0.7168204573142244,-0.003326393897966592,0.0,-0.004939162482918888
0.8868017874734182,-0.004167339482440836,0.0,-0.004947094188663309
1.0567695398755914,-0.005008081836430592,0.0,-0.004954663421136894
1.226745646019095,-0.00585149272387761,0.0,-0.0049705236842205
1.3967220133973786,-0.00669622009137821,0.0,-0.00495961788042454
1.5667096786419967,-0.007539635580272648,0.0,-0.004959433747158129
1.736682913790974,-0.008382095486084925,0.0,-0.0049651056368260615
1.9066620178926912,-0.009224868229290821,0.0,-0.004943830959553236
2.0766450358859148,-0.010065639375369603,0.0,-0.004939368864239256
2.246628161915122,-0.01090221026072517,0.0,-0.0049088353900916815
2.416601776644063,-0.011733730125262144,0.0,-0.004878922484998768
2.5865816354397837,-0.012562872120174927,0.0,-0.004881028410794738
2.756556672439004,-0.013392238012660004,0.0,-0.004871555868999339
2.9265387108444965,-0.014217510801857618,0.0,-0.004845094557085848
3.096513557416499,-0.015038592478232929,0.0,-0.004839586344039429
3.2664945595926493,-0.015859365765318344,0.0,-0.004823506969973128
3.4364630116264503,-0.016677452355819924,0.0,-0.004801634544943454
3.606444069022972,-0.017491560049475177,0.0,-0.004779639618435925
3.7764215724592747,-0.018301343643676398,0.0,-0.004765888176419719
3.946400199118545,-0.019108376436305197,0.0,-0.004722886904714812
4.116374990689984,-0.019907085127931164,0.0,-0.00467291162712453
4.286351580559204,-0.020698983521763973,0.0,-0.0046546046141197304
4.456328664039037,-0.021487758395002235,0.0,-0.004648199645567162
4.62630549996878,-0.022274101318608866,0.0,-0.004593663085460743
4.7962828527233325,-0.02305082340644076,0.0,-0.004544253010738669
4.966258964724049,-0.02382108827863622,0.0,-0.004522958182862802
5.1362371272783385,-0.024588484234728827,0.0,-0.00451719445219821
5.3062139604578995,-0.025352147431559998,0.0,-0.004456516432802523
5.47619801412577,-0.026108314422288156,0.0,-0.004431137877425317
5.646176495021864,-0.0268590887150199,0.0,-0.004406796365579159
5.8161509465367525,-0.02760657081507654,0.0,-0.004405965089981176
5.986130657831502,-0.028352032257904516,0.0,-0.004356000093984255
6.156119538444726,-0.029090916142886926,0.0,-0.004330215974282699
6.3261006516451275,-0.029823606403124352,0.0,-0.004276515756590866
6.4960781228218725,-0.03054877438443564,0.0,-0.0042542306886428375
6.666056845267065,-0.03127045036468191,0.0,-0.004237172821877818
6.836033048096669,-0.03198542931135634,0.0,-0.004176251725418466
7.0060071127614245,-0.032692738090941406,0.0,-0.004167332891598836
7.1759848957326,-0.033399790466423114,0.0,-0.00415048703563384
7.34596212693485,-0.034104050130923595,0.0,-0.004136496381377981
7.515940422484074,-0.03480488042208882,0.0,-0.0041065528214856315
7.6859203706376205,-0.03550065624593208,0.0,-0.004081820213760831
7.855897184840495,-0.036195613649295626,0.0,-0.004079192894905025
8.025875151625188,-0.03688749079846971,0.0,-0.0040629843351898814
8.195853214909548,-0.03757687812442208,0.0,-0.004051248508574186
8.365837599644037,-0.03826152776162235,0.0,-0.0040109209486605055
8.535808982367852,-0.03894346065704011,0.0,-0.003988889842470768
8.70579024202461,-0.03961884324276422,0.0,-0.003960574221485054
8.875760580840973,-0.04029073266649028,0.0,-0.003938128154337868
9.045740892770302,-0.04095858616513777,0.0,-0.003918536432620327
9.21572110759588,-0.041625108384143836,0.0,-0.0038999728080923927
9.385704394228686,-0.042285204758388,0.0,-0.0038701691069498107
9.555676948508875,-0.04294231004349651,0.0,-0.0038543782958170617
9.725655212665897,-0.043596407987284896,0.0,-0.0038416961546487226
9.895623574564542,-0.04424480962932625,0.0,-0.003800504176452907
10.065609238993998,-0.04488875395128083,0.0,-0.0037754704240337356
10.235578454913313,-0.045528531231807945,0.0,-0.0037522423064828545
10.405555597264565,-0.04616530851209697,0.0,-0.0037405775412639257
10.57552589738914,-0.04679660748891639,0.0,-0.0036887806016968248
10.74550562951236,-0.04742026036540888,0.0,-0.0036516557976155424
10.915479973654834,-0.04803753083320144,0.0,-0.003613046123079518
11.085456077676197,-0.04865008244338199,0.0,-0.0035968769353604078
11.255425537626392,-0.049257147808637235,0.0,-0.003543984886320573
11.42540453114239,-0.04985644978185852,0.0,-0.0035079155706115475
11.595383174637236,-0.05044929718726305,0.0,-0.003468987865448504
11.765361779269481,-0.0510384870184003,0.0,-0.003460876147007849
11.935328898874912,-0.05162484316276819,0.0,-0.0034335082034016745
12.105308699681476,-0.052206433138633566,0.0,-0.0033978856111419927
12.275285673417946,-0.05278228187407895,0.0,-0.003367165253645625
12.445264692541377,-0.05335523729804695,0.0,-0.0033632719038341895
12.615226639336285,-0.05392480831853436,0.0,-0.0033350102085301795
12.78520308398869,-0.05448945756381007,0.0,-0.0032997911941408807
12.955183016043229,-0.05504825475915728,0.0,-0.0032684456176331356
13.125171228055551,-0.05560392518231391,0.0,-0.0032628724094182094
13.29515107650027,-0.05615590929800136,0.0,-0.0032342246153937958
13.465129041181624,-0.05670525233574432,0.0,-0.0032257962439056547
13.635097165848105,-0.0572514707460592,0.0,-0.0032000491311941657
13.805074931349678,-0.05779556218681555,0.0,-0.003191539552969873
13.975043973348564,-0.05833194881708614,0.0,-0.003125837767825595
14.145025158707126,-0.058862166139667306,0.0,-0.003116019264173997
14.314997272669132,-0.059390079633497135,0.0,-0.0031017590835495114
14.484984668163493,-0.05991707214500502,0.0,-0.0030929025836782553
14.65495736303348,-0.060440584132457585,0.0,-0.003070812031665437
14.824939125539158,-0.060962147796684595,0.0,-0.0030630938647746497
14.994909073832543,-0.06148133889848948,0.0,-0.0030452197771424438
15.164889157268126,-0.06199559527755567,0.0,-0.0030127088338538443
15.334864483289753,-0.06250467470028331,0.0,-0.0029736633436646238
15.50484553286901,-0.06300706870258244,0.0,-0.0029431064189999663
15.67481806116973,-0.0635060506074808,0.0,-0.0029287484614659493
15.844799796136728,-0.06400076907459978,0.0,-0.002907564022226093
16.014777831714415,-0.06449609924219639,0.0,-0.002907402902317568
16.184757780493204,-0.0649869433001257,0.0,-0.002873085198006692
16.354440025021457,-0.06405573032104872,0.0,0.03398688120847502
16.522575535785812,-0.051583218658250087,0.0,0.11412157569140534
16.689176807586506,-0.02567301262865165,0.0,0.19413692704958993
16.85296508248768,0.013353761805337549,0.0,0.2733420042432459
17.01339979344698,0.06533365835396178,0.0,0.3537399169478191
17.168729391704765,0.1296888398129519,0.0,0.4320358218234932
17.318535280593373,0.20595771296571144,0.0,0.5103233094700969
17.462006661138236,0.29384585254692547,0.0,0.5890490438504814
17.598224800312718,0.3929090138045248,0.0,0.6685884488207057
17.726082516716147,0.5024479724895589,0.0,0.7477240572278094
17.844767597870323,0.6215256762723901,0.0,0.8260024943311215
17.953827857606075,0.7496419969147572,0.0,0.9046996729846276
18.052522779589513,0.8861666933455552,0.0,0.9844878703874275
18.139967228569013,1.0299437541534255,0.0,1.063534266220463
18.215924373998682,1.1802548374167208,0.0,1.1428525784446038
18.27976803531372,1.3362468976046065,0.0,1.2225461939039293
18.330945950275062,1.4961890945145353,0.0,1.3001150883892312
18.369512482424863,1.659723190283399,0.0,1.378004337196354
18.399449464732182,1.8265623513561855,0.0,1.3950336597488067
18.429178721108396,1.993921039639603,0.0,1.3949626674982463
18.458918562536788,2.161274685729362,0.0,1.3948812993369173
18.488671070136945,2.328638696590402,0.0,1.3948413356283087
18.518431664357728,2.4959963649502224,0.0,1.3947852753956573
18.548200583538467,2.66335399117379,0.0,1.3947454928971412
18.577976304409184,2.8307041990136654,0.0,1.3946920017769437
18.607760658048605,2.998060686895287,0.0,1.39464593879548
18.637551311129876,3.1654141592536615,0.0,1.3946201262309728
18.667346844327867,3.332771054410947,0.0,1.394597902582872
18.697146389179412,3.5001201436685805,0.0,1.394561320614632
18.7287313053186,3.6667688694495273,0.0,1.3519124923716446
18.771666807113707,3.829449040112285,0.0,1.2732123364071057
18.827366099710087,3.988279374352032,0.0,1.1941521076047863
18.89539478582204,4.142209301018376,0.0,1.1149637058060082
18.975466006076235,4.290287402838332,0.0,1.0357893096033783
19.06708305482125,4.431735765441738,0.0,0.9560803239716054
19.169764496848384,4.565479360068149,0.0,0.8757964313861691
19.282716823286293,4.69052408299258,0.0,0.7959372146926194
19.40525735251683,4.806145057768437,0.0,0.7163913749726674
19.536302807999924,4.911512503494603,0.0,0.63804674071644
19.67555615556779,5.006417399236077,0.0,0.5580708952738085
19.821906764548967,5.089873311108082,0.0,0.47844322407219964
19.974382716448755,5.161386361622941,0.0,0.3987952154999699
20.131920888867487,5.220545820910623,0.0,0.319927566313449
20.293636482309775,5.267050578524097,0.0,0.2407400634121549
20.458353858842,5.3006222052726555,0.0,0.16218193612331727
20.625589540749377,5.321199071279658,0.0,0.08238405107246466
20.793796106746477,5.32840846710355,0.0,0.003005920665863987
20.9621535360033,5.322237194820756,0.0,-0.07669751986714084
21.129289471358675,5.302714293701293,0.0,-0.1558866037124859
21.29438506989926,5.2700862155736505,0.0,-0.2351016972662445
21.45626924203808,5.224535357274284,0.0,-0.31363784708864634
21.61416720785518,5.166300586164808,0.0,-0.3927911010471893
21.766977987632398,5.095759023100752,0.0,-0.47193431340134234
21.913873694421248,5.013214673728198,0.0,-0.5516963667294384
22.053574507172694,4.919554925926117,0.0,-0.6303399838216001
22.189981658027452,4.820902343664128,0.0,-0.5915356471211144
22.333287985225663,4.7326409398483795,0.0,-0.5121463480085836
22.483178327519738,4.655981612094425,0.0,-0.4330918977865704
22.63905147372053,4.591403698867704,0.0,-0.35275321113870783
22.799227042939464,4.5395458550659225,0.0,-0.2732944920877449
22.963061387719385,4.500576478486435,0.0,-0.19377030172745996
23.129363213371963,4.474766058319924,0.0,-0.11458769667976759
23.297433874592613,4.462175802938706,0.0,-0.03490194526392648
23.46576370222033,4.463026687912437,0.0,0.04436657455407451
23.63365818996537,4.477198260456533,0.0,0.1242088997262996
23.799776345311646,4.504626583977714,0.0,0.20370469702810823
23.96306648866426,4.545087979944079,0.0,0.2824259648291207
24.122840993170946,4.5983692845608,0.0,0.3620561033847485
24.27791392859771,4.664339480674367,0.0,0.44207059189879044
24.42705458022581,4.742347284558015,0.0,0.5212095157818363
24.569722721977026,4.831920170664213,0.0,0.600451170335868
24.704740459392564,4.932518663646374,0.0,0.6796107305283083
24.83129453124267,5.043332805408849,0.0,0.7585660412595536
24.94890498025336,5.164067520120301,0.0,0.8385156519760905
25.056543140732504,5.293673872460759,0.0,0.9180029269348956
25.15347094117364,5.431212953452545,0.0,0.9963419976358476
25.239294020960163,5.576086561161703,0.0,1.0758179543018918
25.313256057405358,5.726944064442922,0.0,1.153843684770039
25.37525046676067,5.883277890581879,0.0,1.2322030375907038
25.42479038531932,6.0442118021184825,0.0,1.3113984720908667
25.461462624524383,6.208278974768136,0.0,1.3898219317657698
25.485240231256455,6.374470695567222,0.0,1.4672467095176989
25.495985491438038,6.542633469011638,0.0,1.5464528816305507
25.49353082455556,6.7107965725046865,0.0,1.6248407844469506
25.47789988478233,6.8783209994441865,0.0,1.7037898544767007
25.449208164333157,7.043887447824679,0.0,1.781956562960639
25.407772833175226,7.206531254848102,0.0,1.8588221809797838
25.35361341390779,7.365943639170822,0.0,1.9372648376983257
25.28750853581032,7.520143135976966,0.0,2.0142505407665547
25.209383991442554,7.6691395111969936,0.0,2.0930130566756264
25.119964749398886,7.8114823546912575,0.0,2.170908159206557
25.01992894099209,7.946270138677308,0.0,2.2478668738930265
24.909661519116924,8.072980982461923,0.0,2.325582532449662
24.79028436039634,8.190550427380641,0.0,2.40157943004617
24.662106430452333,8.298791669009116,0.0,2.4782007594820605
24.52557178375112,8.39708057370186,0.0,2.556314141755634
24.382220315699286,8.484363022749333,0.0,2.6336136406774946
24.23283365427536,8.560221571827237,0.0,2.7098359801350616
24.077423478945697,8.62458123410358,0.0,2.7882249978242255
23.917694613034094,8.676578754371798,0.0,2.8656829889307387
23.754589235914786,8.716049594915066,0.0,2.9427282900867824
23.588677980466247,8.742679918853312,0.0,3.02106337590347
23.42072308518156,8.756278859301132,0.0,3.1001471395894296
23.252664188612084,8.756742289905151,0.0,-3.1052833107821525
23.085257336502263,8.744243816701593,0.0,-3.0280663293998655
22.918787578222297,8.718478558574702,0.0,-2.9483450325591916
22.755017963027107,8.679734637283973,0.0,-2.869501439968972
22.594882126201124,8.628217053756247,0.0,-2.7914144434795793
22.439192685138988,8.564335407980797,0.0,-2.712549443363213
22.289047173412794,8.488278582722904,0.0,-2.633377174177186
22.145420067241922,8.40051388461575,0.0,-2.5540410406905427
22.0089428256543,8.301432148732783,0.0,-2.4737678854044773
21.880941530546814,8.191996755697467,0.0,-2.39462539097924
21.762057687832513,8.072948480303547,0.0,-2.315627031309891
21.652995337479332,7.944904840569467,0.0,-2.236831699896731
21.55420893536413,7.8082607392567756,0.0,-2.1564885261841407
21.466813654342133,7.664477647871847,0.0,-2.077527144590172
21.38438971421282,7.518225739030536,0.0,-2.1188226166985014
21.291085766223862,7.378144761057902,0.0,-2.197697926106047
21.186923493619545,7.245789552021603,0.0,-2.277228716420741
21.072515827378957,7.122087278376873,0.0,-2.357054844157834
20.94865605427736,7.007770190023416,0.0,-2.4367026328360986
20.815661642452987,6.9035907099470775,0.0,-2.5179224436992764
20.675356851147008,6.810780799087221,0.0,-2.5967350104741196
20.528346884927164,6.729339680776751,0.0,-2.6747064437038066
20.375424031712,6.659688111314217,0.0,-2.752806601228923
20.217543016801113,6.60210154409619,0.0,-2.830559316091796
20.055137804851977,6.556939312836789,0.0,-2.910079397302501
19.890270976988937,6.524881340884795,0.0,-2.9880653444104683
19.723165769107563,6.505653645314663,0.0,-3.066201137375532
19.554960799742968,6.499551945637717,0.0,3.1383339220747044
19.387034645138208,6.506590334734947,0.0,3.060733019374476
19.220318327307417,6.526593502302444,0.0,2.9834342803242335
19.055468576537926,6.55951703567271,0.0,2.9051833336936363
18.894046112344885,6.605037563804318,0.0,2.8286520379718487
18.736141690358433,6.66309234560812,0.0,2.7500103255463766
18.58359422109419,6.733085414566258,0.0,2.672749838726164
18.43699955881697,6.814466833006933,0.0,2.5964576289773103
18.29655154523127,6.907369007003475,0.0,2.5173013622982094
18.16428266935128,7.010709222012048,0.0,2.4398535006117736
18.04021498887082,7.124125799974417,0.0,2.3621441087471537
17.925375099225672,7.246899965481449,0.0,2.2838405118436675
17.820506829843065,7.378222701192887,0.0,2.2062696983401016
17.72607508175728,7.517160046635605,0.0,2.128999041905962
17.642580543177488,7.663336485184071,0.0,2.050096310446867
17.570985685690516,7.8151499703023415,0.0,1.9728114270837245
17.511349050809958,7.972453333704301,0.0,1.8942343377746385
17.46413023448962,8.134070616907563,0.0,1.815586874250035
17.42984432741442,8.298572069033899,0.0,1.73738469594662
17.40853760370071,8.465495163688137,0.0,1.6583278609829755
17.39841862953246,8.633110308683904,0.0,1.641092364665611
17.37999803224094,8.800414747102073,0.0,1.7198760408131666
17.3485491093206,8.96567924993451,0.0,1.7983541428537622
17.304070865246334,9.128085218529442,0.0,1.8773891559253086
17.246796545069532,9.286620358009996,0.0,1.957051676602424
17.177402724614268,9.43978324940743,0.0,2.0347497736087323
17.096536437493427,9.58683986620711,0.0,2.111873180590997
17.004338712911522,9.72744558408831,0.0,2.190154519390966
16.9014869182567,9.86042094110229,0.0,2.26796254715288
16.788275523378886,9.985164042430366,0.0,2.3473827134699734
16.665917221277894,10.100371672123494,0.0,2.425036816239572
16.535398990594782,10.205522729198623,0.0,2.5015687394798776
16.39657803216375,10.300586865958456,0.0,2.5801427964909487
16.251132477935883,10.384379947418608,0.0,2.6572701614009864
16.099370660565103,10.456803805988352,0.0,2.7357219681690035
15.94205388305063,10.517100190119022,0.0,2.815373208691331
15.780920497961626,10.564788543810261,0.0,2.893461558019902
15.616488444686475,10.599702865376463,0.0,2.9714832209219137
15.449908836117704,10.621769224273846,0.0,3.0490890323519344
15.28169226921694,10.630668729545732,0.0,3.1285716533010697
15.113278782609846,10.626148830229148,0.0,-3.075046789482262
14.945919969721286,10.608312395852336,0.0,-2.9962982799660223
14.780426327706984,10.577298127885893,0.0,-2.9173257497988963
14.617740191167586,10.533352346343323,0.0,-2.8376261375982104
14.459155535788703,10.476588396331042,0.0,-2.757885006289065
14.305538265299834,10.407392510869654,0.0,-2.6782285988599432
14.158047523169847,10.32630074419621,0.0,-2.59927915686926
14.017262620130948,10.233614808088877,0.0,-2.519446723653743
13.884421239431079,10.130060930131302,0.0,-2.4396377708554087
13.760493571925522,10.01676129699566,0.0,-2.36215997036924
13.645553645884805,9.893875629243585,0.0,-2.2833043290039132
13.540575045638144,9.761943035385663,0.0,-2.2030874723672556
13.446538230024506,9.622191175089641,0.0,-2.1232911867137867
13.363914695945134,9.47534708736813,0.0,-2.0437081889089304
13.292943933156964,9.322766692131623,0.0,-1.9809309429209032
13.225168444353042,9.166916677859842,0.0,-1.9810316477315735
13.157372779806,9.011051942671191,0.0,-1.9811042977795412
13.089570058073283,8.85519185106589,0.0,-1.9811502352567374
13.021755726669168,8.699325654561692,0.0,-1.9812021089672007
12.95393008907856,8.543456858026587,0.0,-1.981245517545035
12.88609933086039,8.387596574563668,0.0,-1.9812901629980353
12.818262987564838,8.231735788035632,0.0,-1.9813253784101559
12.750422418798856,8.075885444891837,0.0,-1.981389338803948
12.682572788073363,7.920034055183885,0.0,-1.9814140258745196
12.61471845331923,7.764186486963572,0.0,-1.9814471804239062
12.54685897239178,7.608339302868437,0.0,-1.9814726283897068
12.478995700017935,7.4524924552117655,0.0,-1.9814972669234232
12.411129733245623,7.2966515160957455,0.0,-1.981518566377414
12.343258619620139,7.140803803657984,0.0,-1.9815234662244479
12.27538705216991,6.984958616569422,0.0,-1.9815414440887174
12.207513201782998,6.829115782958699,0.0,-1.9815538677086713
12.139636746567643,6.673274393917105,0.0,-1.9815794920881944
12.071759486466428,6.517430848832514,0.0,-1.9815640644932666
12.003884728324547,6.361596397755794,0.0,-1.981592343439027
11.935999587353884,6.205749913971126,0.0,-1.9816117382059357
11.86811548841987,6.049911132958817,0.0,-1.981610782926608
11.800229971203791,5.8940673992417345,0.0,-1.9816044427869566
11.732353016547847,5.738238659123654,0.0,-1.9816024301012831
11.664468439868621,5.582399460992631,0.0,-1.9816321093642426
11.594839809904473,5.427999775437106,0.0,-2.0269518477278448
11.514643788513636,5.279786381358786,0.0,-2.1066171944475465
11.42310769286051,5.138581872986564,0.0,-2.1854018428342585
11.32075712882194,5.005102886179191,0.0,-2.2641088429305345
11.208110763444061,4.8800155672048495,0.0,-2.3432024281316477
11.086028135531777,4.7642234547778015,0.0,-2.4218195583389073
10.955183672037471,4.658345884652741,0.0,-2.500768428011329
10.81633647436038,4.56311646085161,0.0,-2.5801382853410706
10.67054994365728,4.479222480992129,0.0,-2.6587325879060586
10.518108102999193,4.406954997700536,0.0,-2.7389830544936564
10.361174204508298,4.347153309578553,0.0,-2.81682032654731
10.199489314183928,4.297151565159552,0.0,-2.8476095963128247
10.036799087634,4.247891845736273,0.0,-2.847557259094036
9.87410830702797,4.198624538490063,0.0,-2.847525008701932
9.711419133692733,4.149349128891501,0.0,-2.847484155442883
9.548738467559662,4.100067870746169,0.0,-2.847425095219425
9.386052528823653,4.050778716860989,0.0,-2.847397217876469
9.223371162389679,4.001489329277253,0.0,-2.847403824887063
9.060692848270914,3.952198714354445,0.0,-2.8473694061936734
8.898008667744033,3.9028998277981612,0.0,-2.847335315108475
8.735324292012976,3.8535957609000753,0.0,-2.847312050992281
8.572649129498798,3.80429274216638,0.0,-2.8473211066508086
8.409975665559534,3.7549885343557237,0.0,-2.847282294628094
8.247293448302804,3.7056757402121683,0.0,-2.8472560256888335
8.084617610487523,3.6563610632176182,0.0,-2.8472490369754513
7.921939602501309,3.60704339883235,0.0,-2.8472370668074256
7.759267667216664,3.5577247458672123,0.0,-2.847200106932456
7.596586502949807,3.5083981862645994,0.0,-2.847188409180926
7.433911155490928,3.4590712378220156,0.0,-2.8471697085892265
7.271242692938486,3.4097435529202995,0.0,-2.8471643239711186
7.108572331799453,3.3604129605890707,0.0,-2.8471385799015105
6.945896724427997,3.311075860173238,0.0,-2.8471140961790473
6.783230850342202,3.261740513408605,0.0,-2.847120638610755
6.620558794100978,3.2124040839460277,0.0,-2.8471222765527675
6.457887520614213,3.163064391513413,0.0,-2.8470907952690205
6.295215007176324,3.113722815246051,0.0,-2.8470895841874966
6.132550551576357,3.0643855076586957,0.0,-2.847114735299445
5.969878864772782,3.0150447375871856,0.0,-2.847094965389967
5.807208000801982,2.9657003571968468,0.0,-2.847070800357647
5.644538264136686,2.916354925189518,0.0,-2.8470582180289608
5.4818736838120135,2.8670097073356926,0.0,-2.847068640287003
5.319204261959454,2.8176612545383235,0.0,-2.8470439226732003
5.156535863156335,2.7683092907028626,0.0,-2.847012036337717
4.993862513358838,2.7189522992918023,0.0,-2.847009661177051
4.831197710365337,2.6695977965003768,0.0,-2.847009460935685
4.668537607935038,2.6202431697512627,0.0,-2.84697197150393
4.505869818860156,2.5708808202444478,0.0,-2.8469590164810152
4.343205405370863,2.5215163343706135,0.0,-2.8469421506274255
4.180539928642205,2.4721535296805537,0.0,-2.8469739158023155
4.017875668773249,2.422789892626839,0.0,-2.846944212523003
3.855212225865738,2.3734230342805405,0.0,-2.846917761048867
3.6925416336984993,2.324051004019489,0.0,-2.846919340312262
3.5298812174982404,2.274681362591423,0.0,-2.84691232895175
3.367227994258253,2.225310307926475,0.0,-2.8468858432776374
3.2045627413475968,2.1759330442102844,0.0,-2.846872816285885
3.041906711888669,2.1265580003970865,0.0,-2.846882366921107
2.8792560356441896,2.077183245271511,0.0,-2.846848482562309
2.7165940143666285,2.027800081354943,0.0,-2.8468297704675734
2.5539307398430418,1.978413209539262,0.0,-2.846819775959963
2.391281757081883,1.9290314173482865,0.0,-2.8468326011576615
2.228630809164816,1.87964817933059,0.0,-2.846812920786018
2.0659658575350837,1.8302587170865539,0.0,-2.8468113629965894
1.903308513095056,1.7808708202217416,0.0,-2.8467981137683838
1.740655762006758,1.731483556641762,0.0,-2.846817711976441
1.5780000463927206,1.6820953798172276,0.0,-2.8468078496513454
1.4153378915312615,1.6327043708878506,0.0,-2.846792637566881
1.2526736081671235,1.5833111640125375,0.0,-2.8467863431054643
1.0900210899792109,1.5339212250133802,0.0,-2.8467952879524114
0.9273713334685465,1.4845325232480129,0.0,-2.846778271823647
0.7647112095936519,1.4351376425723887,0.0,-2.8467673604165795
0.6020535926742346,1.3857409357900698,0.0,-2.846751909994426
0.43940393723190596,1.3363456757283765,0.0,-2.84675974123465
0.2767592340809412,1.2869539214725618,0.0,-2.8467548983827586
0.11410357979763737,1.237555559113024,0.0,-2.846734556999673
-0.048545722308905415,1.1881551962344916,0.0,-2.8467253109839508
-0.21120067406393048,1.1387525765580109,0.0,-2.8467232769958377
-0.3738497891661206,1.0893491044843957,0.0,-2.846693064817503
-0.5365022163694939,1.0399409053121438,0.0,-2.846673762921963
-0.6991582430907763,0.9905304648795384,0.0,-2.84668932321168
-0.8618087818850447,0.9411218511256588,0.0,-2.84668256115289
-1.0244568075903107,0.8917122681700319,0.0,-2.8466679003861612
-1.1871013452472892,0.8423035804279518,0.0,-2.846654507840231
-1.3497496771227748,0.7928906881226797,0.0,-2.8466599599421225
-1.5123946103257542,0.7434777502047348,0.0,-2.846627544505151
-1.6750440642954032,0.6940595415857383,0.0,-2.846612405332083
-1.8376959343615311,0.6446375406320208,0.0,-2.8465975660427945
-2.0003391289699013,0.5952159237793099,0.0,-2.846599403504319
-2.162976515670145,0.5457976998930423,0.0,-2.8465910661596348
-2.325625050964749,0.4963731090690464,0.0,-2.846574910603948
-2.4882743177486235,0.44694501216126714,0.0,-2.846559667613624
-2.650913765680385,0.39751918400859887,0.0,-2.846577125308032
-2.8135536866294166,0.34809690726603254,0.0,-2.8465990040691147
-2.976194716370437,0.29867443409475913,0.0,-2.846572079153152
-3.1388429173819987,0.24924532458513085,0.0,-2.846550302378206
-3.3014935781892127,0.19981473551467085,0.0,-2.8465638260910113
-3.4641287655942703,0.15038877552915386,0.0,-2.846553716436432
-3.6267721434105966,0.10095920484693237,0.0,-2.846532962973483
-3.7894201448785236,0.0515249367228738,0.0,-2.8465296283673616
-3.952060646884932,0.002091879218246596,0.0,-2.846542005102778
-4.114699251295772,-0.04733898787755932,0.0,-2.846521988690026
-4.277345472918113,-0.09677563461949563,0.0,-2.8465038409276215
-4.439985078744241,-0.14621316497807949,0.0,-2.846488115407202
-4.602617843244222,-0.19565011937290314,0.0,-2.846477839762402
-4.765256595620534,-0.24509048893709,0.0,-2.8464766480627675
-4.927896887384096,-0.29453496227006515,0.0,-2.846443514270714
-5.0905328978488384,-0.34398186712289064,0.0,-2.846427397395507
-5.253167590803016,-0.39343082524859524,0.0,-2.846412870765275
-5.415805944324402,-0.4428837621372385,0.0,-2.8463997206478133
-5.578442944895635,-0.4923385440473165,0.0,-2.8463913931235667
-5.741081157055363,-0.5417940741291769,0.0,-2.846406341013582
-5.903709580986095,-0.591246741361117,0.0,-2.846379508639082
-6.06634498196776,-0.6407046594115766,0.0,-2.846362953899565
-6.228984189734792,-0.6901671921948505,0.0,-2.84634762257305
-6.391618365507903,-0.7396287779243945,0.0,-2.846373287833568
-6.5542450596734065,-0.7890863921670344,0.0,-2.846354168414276
-6.716875507877057,-0.8385457469274586,0.0,-2.8463441266002594
-6.879514719300182,-0.8880115067368431,0.0,-2.8463284939844886
-7.042148040509263,-0.9374780210096331,0.0,-2.8463340864405056
-7.20477578571515,-0.9869421939339675,0.0,-2.8463178218781144
-7.367406004679399,-1.0364122754125555,0.0,-2.8462773997414113
-7.53003746999108,-1.0858892420359088,0.0,-2.84625189633431
-7.692674381045165,-1.1353689678086556,0.0,-2.8462616209221867
-7.855299442828239,-1.1848453033949478,0.0,-2.8462477038590355
-8.01792815436556,-1.2343243919242484,0.0,-2.8462323508909058
-8.180555387539599,-1.2838076370079479,0.0,-2.8462163577643445
-8.343179652206581,-1.3332925292291273,0.0,-2.8462155061333534
-8.505808657849242,-1.3827766069396488,0.0,-2.8462113751622313
-8.668439614098641,-1.4322637710908026,0.0,-2.8461965190233705
-8.831064758823336,-1.4817522655613287,0.0,-2.8461645491807515
-8.993686304207886,-1.5312447602683823,0.0,-2.8461476709622717
-9.156311040382052,-1.5807407690111301,0.0,-2.8461324040071876
-9.318934433719878,-1.6302407649427102,0.0,-2.8461095648053205
-9.481560485864119,-1.67974312327593,0.0,-2.8461117772429834
-9.644177309719407,-1.729245247158241,0.0,-2.8460881985947104
-9.806795923691336,-1.7787498029681041,0.0,-2.846074739557755
-9.969417759813197,-1.8282592795958386,0.0,-2.8460499904727676
-10.13204123327154,-1.8777719292236412,0.0,-2.846048491726515
-10.294654237954108,-1.9272833912042282,0.0,-2.846034130386996
-10.45726891527222,-1.9767959067923189,0.0,-2.846020448897514
-10.619892891662492,-2.026314590922016,0.0,-2.8460072896917574
-10.782513132657325,-2.075834310796085,0.0,-2.8460041277259913
-10.94512168344552,-2.1253522885061193,0.0,-2.8459827880769635
-11.107733846301908,-2.1748743871054947,0.0,-2.845955586356643
-11.2703516532891,-2.224401968646775,0.0,-2.8459473176287395
-11.432966309789526,-2.273931292517252,0.0,-2.8459449047438667
-11.595575073462527,-2.323459603679318,0.0,-2.8459287861981517
-11.758184992279164,-2.372990252746998,0.0,-2.845910506168832
-11.920795613160465,-2.4225237780484377,0.0,-2.8459017337499986
-12.08340761702168,-2.472059029723853,0.0,-2.8459000334776485
-12.246021018286818,-2.521594458380687,0.0,-2.845895260875969
-12.408628060674516,-2.5711301690298707,0.0,-2.8458773320832935
