Latitude,Longitude
36.11303219096765,139.98105378301187
36.11303209216739,139.98105347182562
36.11303202004705,139.98105334636824
36.11303160913272,139.98105334177345
36.11303159406,139.98105320655952
36.11303122623161,139.98105303156012
36.11303098359644,139.98105293646347
36.11303089785829,139.98105290181505
36.11303061956896,139.98105285689235
36.11303045324174,139.98105296518995
36.11303040415856,139.98105279785932
36.11303026747933,139.98105275749913
36.113030173724205,139.98105251366894
36.11303005371519,139.9810524307754
36.11302990574905,139.98105240948894
36.11302983653864,139.9810524954964
36.113029750960834,139.98105225021254
36.11302950384464,139.98105221026066
36.11302951701681,139.98105206235002
36.113029361565616,139.98105205835
36.113029235262886,139.98105203475194
36.113029065621824,139.98105213698653
36.113029049276065,139.98105217587855
36.11302875144879,139.98105202766314
36.11302875684504,139.9810520563134
36.11302856596375,139.9810520158332
36.113028472587004,139.9810518401262
36.113028262023455,139.9810520271544
36.11302830401024,139.98105187019723
36.11302816294262,139.98105192370613
36.113028063262284,139.98105201767453
36.113027892940366,139.9810521287911
36.11302788150849,139.98105218913565
36.11302797512143,139.98105243257973
36.11302787524605,139.98105213015964
36.113027812511966,139.98105226264866
36.113027798618084,139.98105197364654
36.113027703473186,139.98105185649618
36.11302748962297,139.98105183780476
36.11302723049601,139.98105172921197
36.1130271264108,139.98105166203166
36.11302699798963,139.98105165105193
36.11302683828247,139.98105172603493
36.1130267669166,139.98105161770283
36.11302673399806,139.98105153461904
36.11302665101274,139.9810513405757
36.1130266712956,139.98105164557197
36.11302679053309,139.981051413633
36.11302678883446,139.98105154712601
36.11302682312051,139.9810514056358
36.11302693900885,139.98105140406673
36.11302697336033,139.98105112441235
36.113026944731736,139.9810512040915
36.11302688191033,139.9810510574178
36.113026832120475,139.98105085566638
36.11302691617127,139.98105099292377
36.11302695243728,139.98105081577808
36.11302673245882,139.98105074191784
36.113026758408594,139.9810507953531
36.113026790869085,139.98105083254944
36.11302676792987,139.98105069516964
36.11302667713757,139.9810506559004
36.11302670004037,139.9810506135117
36.11302679613606,139.98105058678226
36.11302676224589,139.9810507050288
36.11302690012856,139.98105070308165
36.113027001524394,139.98105059357303
36.113027065652965,139.98105093738602
36.113027269843506,139.9810508676873
36.11302744554601,139.98105086597715
36.11302754365529,139.9810508594751
36.113027704473886,139.98105102664954
36.11302769833893,139.9810508116038
36.113027750270746,139.98105067755802
36.11302784935424,139.98105070686447
36.113027919410776,139.98105074490067
36.11302803394996,139.98105082254207
36.11302812883803,139.98105078755785
36.11302813860207,139.98105080668836
36.11302824109015,139.98105095428747
36.11302824944096,139.98105107259337
36.113028402022984,139.98105106652937
36.11302844512595,139.9810508736851
36.11302859676865,139.98105063208018
36.11302860758527,139.9810503524364
36.11302878264393,139.9810503943309
36.1130286669999,139.98105002188163
36.113028852861845,139.98104989618923
36.113028460118905,139.9810501586459
36.113028391916224,139.98105024560724
36.113028465147835,139.9810504759368
36.11302846823082,139.9810500848338
36.11302846951991,139.98104988638107
36.11302855822839,139.98105005058414
36.11302844167177,139.98105013672608
36.11302836456867,139.98105005115625
36.11302848737608,139.98104991773627
36.11302857908472,139.98104989216077
36.11302889699769,139.98104995974677
36.11302906031081,139.98104963114056
36.1130290335423,139.98104946993465
36.113028984105675,139.98104936206298
36.11302920815035,139.98104922841648
36.11302933310064,139.98104903125164
36.113029329755165,139.98104890487022
36.11302923046185,139.98104889569285
36.11302915602494,139.98104862245654
36.113028815892186,139.98104841978258
36.11302888589991,139.98104839859562
36.11302901288498,139.98104842172032
36.11302919329011,139.98104828446333
36.11302913278208,139.98104825685883
36.113029265623275,139.9810480098263
36.113029435322424,139.98104825042014
36.11302952089651,139.98104840708456
36.11302946806687,139.98104829495205
36.113029692508164,139.98104839330605
36.11302976815597,139.98104850789582
36.11302987762902,139.98104853986615
36.1130297389104,139.9810486865282
36.113029578521086,139.98104884358398
36.11302950096602,139.98104871319006
36.11302951265847,139.98104874493902
36.1130294709017,139.98104885024728
36.11302946585762,139.98104867239925
